file_name,keywords,sound_id,sound_link,start_end_samples,manufacturer,license
Driving.wav,vehicle;automobile;drive;car;engine,369245,https://freesound.org/people/gabirel/sounds/369245,,gabirel,http://creativecommons.org/publicdomain/zero/1.0/
drop.wav,drops;kitchen;tap,16648,https://freesound.org/people/andriala/sounds/16648,,andriala,http://creativecommons.org/licenses/by-nc/3.0/
drops.wav,rain;fnd112;drops;drop;water,201147,https://freesound.org/people/SamKolber/sounds/201147,,SamKolber,http://creativecommons.org/licenses/by/3.0/
Water Streaming #5.wav,fountain;pipe;water,60851,https://freesound.org/people/Pogotron/sounds/60851,,Pogotron,http://creativecommons.org/licenses/sampling+/1.0/
washingmachine2.wav,laundry;machine;washing,114284,https://freesound.org/people/plingativator/sounds/114284,,plingativator,http://creativecommons.org/licenses/by/3.0/
dworzec hala krotka.wav,railway;station;train;warsaw;railway-station,109159,https://freesound.org/people/audionetka/sounds/109159/,"[5579264, 6759637]",audionetka,http://creativecommons.org/licenses/sampling+/1.0/
PS3F_FOZ_centro_Mufato_anuncio_tarde.wav,children;voice;speaker;supermarket;caddy;people;comercial,334075,https://freesound.org/people/paisagemsonoraunila/sounds/334075,"[239104, 1035049]",paisagemsonoraunila,http://creativecommons.org/publicdomain/zero/1.0/
Eddy convsersacion metro flores.wav,castilian;flowers;arabic;ambience;subway;conversation;voices;Barcelona;people;field-recording;elsodelescultures,239092,https://freesound.org/people/sonsdebarcelona/sounds/239092,"[1175040, 1947123]",sonsdebarcelona,http://creativecommons.org/licenses/by/3.0/
elevator-2.wav,Genoa;closing;door;elevator;opening;Italy,213112,https://freesound.org/people/xserra/sounds/213112,"[777216, 1833941]",xserra,http://creativecommons.org/licenses/by/3.0/
WalkingNiven.wav,birdsong;rocksplash;gravel;powerline;traffic;field-recording,239086,https://freesound.org/people/BorisYura123/sounds/239086,"[17408, 1255157]",BorisYura123,http://creativecommons.org/publicdomain/zero/1.0/
End of rain 090616.wav,city;field-recording;low;rain;raindrops;raining;rotterdam;rumble;thunder,74463,https://freesound.org/people/LG/sounds/74463,"[1083904, 1791736]",LG,http://creativecommons.org/licenses/by/3.0/
tv contact.wav,buzz;contact;crackle;hum;noise;tv,45600,https://freesound.org/people/tim.kahn/sounds/45600/,,tim.kahn,http://creativecommons.org/licenses/by/3.0/
Esperance Wind Farm.wav,Esperance;wind;australian;ambience;atmos;western-australia;wind-farm;field-recording;wind-power;Australia;atmosphere,180024,https://freesound.org/people/kangaroovindaloo/sounds/180024,"[2685440, 3425474]",kangaroovindaloo,http://creativecommons.org/licenses/by/3.0/
Wind rustling in trees.wav,rustle;trees;wind;wood;woodland,101495,https://freesound.org/people/earthsounds/sounds/101495,,earthsounds,http://creativecommons.org/licenses/by/3.0/
thunder_clap_04.wav,thunder-clap;ambient;storm;weather;lightning;thunder-roll;north-america;thunder;west-coast;field-recording,199950,https://freesound.org/people/Marth8880/sounds/199950,,Marth8880,http://creativecommons.org/licenses/by/3.0/
Evening_birds_very_light_rain_distant_thunder.wav,birds;churping;distant;field;light;rain;thunder,126441,https://freesound.org/people/tiredoldwhiteman/sounds/126441,"[651776, 1887998]",tiredoldwhiteman,http://creativecommons.org/licenses/by/3.0/
Extractor Fan 03.wav,refrigerator;air-conditioning;ventilator;wind;fan;air;fridge;vent;ac;extractor,219489,https://freesound.org/people/JarredGibb/sounds/219489,,JarredGibb,http://creativecommons.org/publicdomain/zero/1.0/
windup_dino_slow.wav,dinosaur;fast;flickr;hop;metal;slow;walk;windup,19372,https://freesound.org/people/Bram/sounds/19372,"[656896, 1621923]",Bram,http://creativecommons.org/licenses/by/3.0/
Wire explosions _ vibrations.wav,industrial;bang;metal;twang;vibration;sci-fi;explosion;wire,153110,https://freesound.org/people/mlteenie/sounds/153110,,mlteenie,http://creativecommons.org/licenses/by/3.0/
Water Sound.wav,fountain;splash;water,361124,https://freesound.org/people/DSOADigital/sounds/361124,,DSOADigital,http://creativecommons.org/licenses/by/3.0/
fallingrice2.wav,bowl;metal;particle;rice,59889,https://freesound.org/people/Batuhan/sounds/59889,"[4608, 1036405]",Batuhan,http://creativecommons.org/licenses/sampling+/1.0/
Fluro_on_warmup.wav,bulb;fluorescent;fluro;hum;buzz;light;electricity;foley;lightbulb,268220,https://freesound.org/people/Soundmark_Melbourne/sounds/268220,"[575488, 1848148]",Soundmark_Melbourne,http://creativecommons.org/publicdomain/zero/1.0/
Machete vs frying pan 3.wav,pan;machete;frying;collision;fight;hit,151456,https://freesound.org/people/bellick/sounds/151456,,bellick,http://creativecommons.org/publicdomain/zero/1.0/
water_flow_roll_1.wav,wastewater;water-roll;water;flow;water-flow;noise;city,168696,https://freesound.org/people/Zabuhailo/sounds/168696,"[824832, 2144745]",Zabuhailo,http://creativecommons.org/licenses/by/3.0/
Subway.wav,ambience;subway;train;rail;metro;transportation;arrival,198378,https://freesound.org/people/miklovan/sounds/198378,"[2983936, 3764017]",miklovan,http://creativecommons.org/publicdomain/zero/1.0/
Feria.wav,people;fair;crowd,335182,https://freesound.org/people/jorgepotter/sounds/335182,"[80384, 1374510]",jorgepotter,http://creativecommons.org/publicdomain/zero/1.0/
mower.wav,environmental-sounds-research;up;engine;mower;pull;start;starting;lawn,38556,https://freesound.org/people/SmiertSpionem/sounds/38556,"[916992, 1961319]",SmiertSpionem,http://creativecommons.org/licenses/sampling+/1.0/
file0680 crowd.wav,crowd;large;noise,89973,https://freesound.org/people/smokeyvw/sounds/89973,"[9830912, 11008296]",smokeyvw,http://creativecommons.org/licenses/by/3.0/
Firefight.wav,War;background;fight;gun;fireworks;shot,193976,https://freesound.org/people/ibirdfilm/sounds/193976,"[8704, 808475]",ibirdfilm,http://creativecommons.org/licenses/by/3.0/
Fireworks End 1.wav,bonfire;display;November;night;Fireworks;5th;crowd,141506,https://freesound.org/people/Cheeseheadburger/sounds/141506,"[1890816, 2708514]",Cheeseheadburger,http://creativecommons.org/licenses/by/3.0/
flaggstaff_cord.wav,metallic;wind;field-recording;flaggstaff;cord,181936,https://freesound.org/people/aerror/sounds/181936,,aerror,http://creativecommons.org/publicdomain/zero/1.0/
Flock of sheep being moved.wav,shepherd;xy;stereo;collie;lambs;birds;barking;dogs;sheep;sheepdog;shouting;whistling;dog;moving;farmer;welsh-mountain-sheep;field-recording,56293,https://freesound.org/people/Benboncan/sounds/56293,"[1179136, 2263071]",Benboncan,http://creativecommons.org/licenses/by/3.0/
PIT-ROIG 0.12-0.17.wav,Robin;Nature;Bird;el-prat;Deltasona;Pit-roig,207459,https://freesound.org/people/AurelioSons/sounds/207459,,AurelioSons,http://creativecommons.org/publicdomain/zero/1.0/
garbleradio.wav,garbled;mashed;recording;spanish;stereo;radio,61520,https://freesound.org/people/teatako/sounds/61520,,teatako,http://creativecommons.org/licenses/by/3.0/
tapemeasure1.wav,bathtub;scraping;hydrohpone;water;metal;underwater,254201,https://freesound.org/people/wjoojoo/sounds/254201,"[1362944, 2525858]",wjoojoo,http://creativecommons.org/licenses/by/3.0/
Tree Bark Cracks.wav,steps;wood;cracks,367952,https://freesound.org/people/Cribbler/sounds/367952,"[63488, 810724]",Cribbler,http://creativecommons.org/publicdomain/zero/1.0/
the sound of working injection molding machine - rear.wav,molding;working;injection;machine;sound,325245,https://freesound.org/people/craftport/sounds/325245,"[6144512, 6987541]",craftport,http://creativecommons.org/licenses/by/3.0/
Footsteps on Leaves.wav,footsteps;forest;woods;dry-leaves;countryside;forest-walk,206056,https://freesound.org/people/suryatfp/sounds/206056,"[1108992, 1885289]",suryatfp,http://creativecommons.org/publicdomain/zero/1.0/
Footsteps On Squeaky Wood Floor.wav,footsteps;steps;feet;walk;hardwood;floor;shoes;walking,266527,https://freesound.org/people/PhilllChabbb/sounds/266527,"[33792, 750275]",PhilllChabbb,http://creativecommons.org/publicdomain/zero/1.0/
Water Gushing out of Freighter.wav,bit;Sony;D50;Freighter;xy;Water;recorded;PCM;pattern;24;a;Gushing,188427,https://freesound.org/people/jakobthiesen/sounds/188427,"[36864, 1057283]",jakobthiesen,http://creativecommons.org/licenses/by/3.0/
FOOTSTEPS_005.wav,walks;city;footsteps;walking;steps,340454,https://freesound.org/people/rollingmill/sounds/340454,,rollingmill,http://creativecommons.org/publicdomain/zero/1.0/
spaceship.wav,Hyperdrive;Ambient;Spacecraft;Alien;Aliens;UFO;Futuristic;Game-Creation;Mechanical;Sounddesign;EFX;Warp;Hum;Sci-fi;Noise;Spaceship;Scifi;Strange;Movie;Space;Sci-Fi;Outer,322970,https://freesound.org/people/k2tr/sounds/322970/,"[2590720, 3313105]",k2tr,http://creativecommons.org/licenses/by/3.0/
Forest Birds .wav,ambient;birds;chirp;field;forest;recording;spring;tweet,123999,https://freesound.org/people/NightVoice/sounds/123999,"[2663424, 3528374]",NightVoice,http://creativecommons.org/publicdomain/zero/1.0/
forest_wind.wav,field-recording;forest;wind,58556,https://freesound.org/people/alexbird/sounds/58556,"[0, 850052]",alexbird,http://creativecommons.org/licenses/by/3.0/
Jurassic Ark.wav,bird;birds;dinosaur;stereo,82096,https://freesound.org/people/Benboncan/sounds/82096,"[19968, 1172870]",Benboncan,http://creativecommons.org/licenses/by/3.0/
untitled_shower 2.wav,field-recording;water;shower,134984,https://freesound.org/people/Zigzag20705/sounds/134984,,Zigzag20705,http://creativecommons.org/publicdomain/zero/1.0/
fountains-Udaipur-Saheliyon-Ki-Bari-4.wav,fountain;garden;india;rajasthan;saheliyon-ki-bari;udaipur;water,93988,https://freesound.org/people/xserra/sounds/93988,,xserra,http://creativecommons.org/licenses/by/3.0/
Fowl - Chatter 1 - 96kHz.wav,96;bird;chatter;door;duck;animal;farm;birds;jarred;spring;fowl;nature;field-recording;gibb;kHz;quack,233104,https://freesound.org/people/JarredGibb/sounds/233104,,JarredGibb,http://creativecommons.org/publicdomain/zero/1.0/
FR.CTC.08.CoyuyoS.007.B.wav,catamarca;summer;argentina;insects;barking;cicadas;ambience;dog;zoomh4;nature;sound;field-recording,64123,https://freesound.org/people/rfhache/sounds/64123,"[8331776, 9298339]",rfhache,http://creativecommons.org/licenses/by/3.0/
gongs_grand_couvercle_06.wav,gong;kitchen;metal;percussive;plate;unprocessed,33856,https://freesound.org/people/2NiD/sounds/33856,"[238080, 945331]",2NiD,http://creativecommons.org/licenses/by/3.0/
Raven Call.wav,Raven;birdsong;birds;forest;bird;calling;Yellowstone-National-Park;nature;field-recording,219599,https://freesound.org/people/filmmt/sounds/219599,,filmmt,http://creativecommons.org/licenses/by/3.0/
Fryers Forest - Powerful Owl (Ninox Stenua).wav,birds;powerful-owl;atmos;dawn-chorus;insects;nature;ninox-strenua;field-recording;Australia;owl,177605,https://freesound.org/people/kangaroovindaloo/sounds/177605,"[164352, 1099847]",kangaroovindaloo,http://creativecommons.org/publicdomain/zero/1.0/
Whistling antarctic blizzard.wav,Adelie;120kmh;wind;Antarctica;recording;ocean;icebergs;Rode;frozen;Blizzard;katabatic;strong;whistling;nature;blowing;iceshelf;ambience;air;field;continent;snow;Terre;antarctic;soundscape;cold;antarctica;NT4;atmosphere,173096,https://freesound.org/people/stormpetrel/sounds/173096,"[3146240, 4418093]",stormpetrel,http://creativecommons.org/licenses/by-nc/3.0/
gurgles02.wav,blub;gargle;gurgle;liquid;sink;water,103956,https://freesound.org/people/Corsica_S/sounds/103956,"[1080320, 2102899]",Corsica_S,http://creativecommons.org/licenses/by/3.0/
Moteur.wav,accelerating;acceleration;car;idle;motor;neutral,117555,https://freesound.org/people/kougloff/sounds/117555,"[5110272, 6231639]",kougloff,http://creativecommons.org/publicdomain/zero/1.0/
"Gasoil train leaves station, slowly. Tupiza, Bolivia.wav",ezcurra;bolivia;station;machine;field-recording;rail;train;gasoil;matias;tupiza,147245,https://freesound.org/people/MatiasEzcurra/sounds/147245,"[2363392, 3195242]",MatiasEzcurra,http://creativecommons.org/publicdomain/zero/1.0/
Traffic Noise.wav,pollution;road;ambience;highway;traffic;street;cars;city;noise;urban,209766,https://freesound.org/people/Johnnyfarmer/sounds/209766,"[3282432, 4147239]",Johnnyfarmer,http://creativecommons.org/publicdomain/zero/1.0/
Geese1 - (Apollonia&#39;s sPA) 18_44 05.10.wav,People;Birds;Geese;Greece;Environment,130597,https://freesound.org/people/Ali@k/sounds/130597,"[323584, 1472140]",Ali@k,http://creativecommons.org/licenses/by/3.0/
Heavy Rain Stopping 05.wav,lightning;thunderstorm;thunder;hail;atmos;flood;water;drip;rain;dripping;splashing;splash;field-recording;atmosphere;raining;heavy,253080,https://freesound.org/people/GammaScorpii/sounds/253080,"[0, 1219103]",GammaScorpii,http://creativecommons.org/licenses/by/3.0/
glass dsharp.wav,vibrate;sine;glass,177000,https://freesound.org/people/teenagenerdprostitution/sounds/177000,,teenagenerdprostitution,http://creativecommons.org/licenses/by-nc/3.0/
Glass Knock.wav,knocks;screen;glass,367704,https://freesound.org/people/IMALUIGI/sounds/367704,,IMALUIGI,http://creativecommons.org/publicdomain/zero/1.0/
Glass moving 1.wav,pieces;broken;glass;smashed,151454,https://freesound.org/people/bellick/sounds/151454,,bellick,http://creativecommons.org/publicdomain/zero/1.0/
md3trk13.wav,cutlery;jangle;noise;silverware,123606,https://freesound.org/people/alienistcog/sounds/123606,"[2105856, 2826121]",alienistcog,http://creativecommons.org/publicdomain/zero/1.0/
Rain02.wav,background-sound;atmo;atmos;rain;ambiance;background;atmosphere,217894,https://freesound.org/people/Otakua/sounds/217894,"[296448, 1493699]",Otakua,http://creativecommons.org/licenses/by/3.0/
udelnaya_markt.wav,market;russia;conversation;flea-market;binaural-recoerding;people;Field-recording;raining,239952,https://freesound.org/people/nikitralala/sounds/239952,"[665600, 1508424]",nikitralala,http://creativecommons.org/publicdomain/zero/1.0/
glise Zermatt.wav,time;field-recording;monastery;strike;field;recording;bells;church,38977,https://freesound.org/people/laurent/sounds/38977,"[118272, 875479]",laurent,http://creativecommons.org/licenses/by-nc/3.0/
gozd_ptice02.wav,birds;forest;through;walk;wind;woods,90718,https://freesound.org/people/pkorac/sounds/90718,"[210432, 1110051]",pkorac,http://creativecommons.org/licenses/by/3.0/
graffiti artist spraying NL 130611_02.wav,shaking;graffiti;spray-can;Den-Bosch;aerosol;s-Hertogenbosch;painting;cool;Holland;street-art;spray;spraying;ladder;Dutch;can-shake;field-recording;corporate;chill;ambience;paint;spraycan;soundscape;ambient;design;ambiance-noise;general-noise;outdoor,192190,https://freesound.org/people/klankbeeld/sounds/192190,"[576512, 1243646]",klankbeeld,http://creativecommons.org/licenses/by/3.0/
Lakeside.wav,wildlife;bird-song;birds;atmosphere;lake;frogs;water;field-recording;outdoor,52407,https://freesound.org/people/pcaeldries/sounds/52407,"[5473792, 6438471]",pcaeldries,http://creativecommons.org/licenses/by/3.0/
Red Arrows low pass with kid.wav,Red;Hawk;Arrows;Farnborough;crowd;jet,162249,https://freesound.org/people/surrey_film/sounds/162249,,surrey_film,http://creativecommons.org/publicdomain/zero/1.0/
heavy industrial door opens 110419_01.wav,open;heavy;crack;massive;sluice;machine;heavyset;heavily-build;oak;opening;industry;crackle;solid;engine;big;field-recording;door;industrial;enormous;large;steel,204167,https://freesound.org/people/klankbeeld/sounds/204167,"[1142784, 1986063]",klankbeeld,http://creativecommons.org/licenses/by/3.0/
Walking into studio and tapping mics.wav,studio;jam;recording;jar;de;walking,321666,https://freesound.org/people/mickmon/sounds/321666,,mickmon,http://creativecommons.org/licenses/by-nc/3.0/
Woodpecker.wav,field-recording;bird;woodpecker,347047,https://freesound.org/people/johnaudiotech/sounds/347047,"[142848, 1427889]",johnaudiotech,http://creativecommons.org/publicdomain/zero/1.0/
water_splash_10shots.wav,drop;splash;water,50623,https://freesound.org/people/vibe_crc/sounds/50623,,vibe_crc,http://creativecommons.org/publicdomain/zero/1.0/
Gulls in Park next to Barce.wav,barcelona;birds;gulls;summer,68962,https://freesound.org/people/happyband/sounds/68962,,happyband,http://creativecommons.org/licenses/sampling+/1.0/
Half bathroom with some toilet noise.wav,roomtone;Half;water;noise;bathroom;toilet,338110,https://freesound.org/people/SpliceSound/sounds/338110,"[1099264, 2088678]",SpliceSound,http://creativecommons.org/publicdomain/zero/1.0/
hallway of jenks.wav,background-sound;white-noise;atmospheric;ambient;background;conversation;ambiance;People;general-noise,215988,https://freesound.org/people/bushi3593/sounds/215988,,bushi3593,http://creativecommons.org/publicdomain/zero/1.0/
hammernahtwo.wav,construction;hammer;machine;site,117064,https://freesound.org/people/subcidal/sounds/117064,,subcidal,http://creativecommons.org/publicdomain/zero/1.0/
hancza_lake.wav,h2;field-recording;nature;lake;waves;Poland;water,200191,https://freesound.org/people/panta_rei/sounds/200191,"[289792, 1350258]",panta_rei,http://creativecommons.org/licenses/by/3.0/
kettle.whistle.wav,teapot;whistle;water;kettle;stove;boiling,322953,https://freesound.org/people/crharvey12/sounds/322953,,crharvey12,http://creativecommons.org/publicdomain/zero/1.0/
Knocking.wav,door-knock;knokig;hard-knocking;school-of-hard-knocks;door;knock,202770,https://freesound.org/people/everythingsounds/sounds/202770,,everythingsounds,http://creativecommons.org/licenses/by/3.0/
loopy.wav,ambient;mellow;smooth;soft,30438,https://freesound.org/people/james duckett/sounds/30438,,james duckett,http://creativecommons.org/licenses/by/3.0/
thunder040909.wav,field-recording;lightning;thunder;thunderstorm;weather,78656,https://freesound.org/people/csengeri/sounds/78656,,csengeri,http://creativecommons.org/licenses/by/3.0/
heavy squeak.wav,xlr;h4nzoom;outdoors;hinge;mailbox;at875r;field-recording;door,338191,https://freesound.org/people/VELOC1RAPT0R/sounds/338191,"[566272, 1381293]",VELOC1RAPT0R,http://creativecommons.org/publicdomain/zero/1.0/
Light Rain Home2.wav,Rain;Tascam-iM2;iPhone-4s;AudioShare,197203,https://freesound.org/people/noisyninja/sounds/197203,"[118272, 1359894]",noisyninja,http://creativecommons.org/licenses/by/3.0/
HeavyRain.wav,pooring;rain;raining;terrential,31959,https://freesound.org/people/HerbertBoland/sounds/31959,"[36352, 786680]",HerbertBoland,http://creativecommons.org/licenses/by/3.0/
helicopter.L.wav,helicopter;chopper;barcelona;copter;flying;police;city,346372,https://freesound.org/people/nhaudio/sounds/346372,,nhaudio,http://creativecommons.org/licenses/by/3.0/
Train Mill Hill v3.wav,london;mill-hill-broadway;railway;train,69647,https://freesound.org/people/genghis attenborough/sounds/69647,,genghis attenborough,http://creativecommons.org/licenses/by-nc/3.0/
outdoors ambient distant bird.wav,ambient;bird;distant;outdoors,126961,https://freesound.org/people/bulbastre/sounds/126961,"[1573376, 2436524]",bulbastre,http://creativecommons.org/licenses/by/3.0/
HongKong Stop-Lights.wav,soundscape;Lights;Kong;Stop;field-recording;Hong;City,150856,https://freesound.org/people/al.barbosa/sounds/150856,"[92160, 832386]",al.barbosa,http://creativecommons.org/publicdomain/zero/1.0/
noisy street.wav,tomlija;atmosphere;automobiles;big;bus;buses;by;cars;city;engines;h4n;mopeds;motorcycles;noise;passing;public;rumble;street;zoom;ambience;traffic;trams;transportation;noisy,98022,https://freesound.org/people/Tomlija/sounds/98022,"[4222464, 5344900]",Tomlija,http://creativecommons.org/licenses/by/3.0/
house bedroom door 2.wav,bedroom;door;wood,180743,https://freesound.org/people/martian/sounds/180743,,martian,http://creativecommons.org/publicdomain/zero/1.0/
KOOKABURRA..WAV.wav,BIRDS;WILDLIFE;AUSTRALIAN,147912,https://freesound.org/people/LITTLE MUTT/sounds/147912,,LITTLE MUTT,http://creativecommons.org/licenses/by-nc/3.0/
Human Male Running on Treadmill.wav,treadmill;machines;excercise;running-on-treadmill;running,235697,https://freesound.org/people/danehager/sounds/235697,,danehager,http://creativecommons.org/licenses/by/3.0/
IcelandApr2013_Redwing.wav,Redwing;road;studded;car;nois;tyres,205600,https://freesound.org/people/clt008/sounds/205600,"[618496, 1681374]",clt008,http://creativecommons.org/licenses/by-nc/3.0/
Spaceship background ambience.wav,background;spaceship;machine;ambience,172348,https://freesound.org/people/freemaster2/sounds/172348,,freemaster2,http://creativecommons.org/licenses/by/3.0/
shower running.wav,drip;water;shower,178080,https://freesound.org/people/sgarrison2127/sounds/178080,,sgarrison2127,http://creativecommons.org/publicdomain/zero/1.0/
indoors simple room tone ambient 3.wav,ambient;indoors;room;simple;tone,126943,https://freesound.org/people/bulbastre/sounds/126943,"[1791488, 2790488]",bulbastre,http://creativecommons.org/licenses/by/3.0/
indoors simple room tone ambient.wav,ambient;indoors;room;simple;tone,126944,https://freesound.org/people/bulbastre/sounds/126944,"[126464, 1432573]",bulbastre,http://creativecommons.org/licenses/by/3.0/
Industrial Machine Cycle.wav,cycle;mechanical;motor;machinery;noise;machine;factory;hum;power;industrial;plant,260815,https://freesound.org/people/iccleste/sounds/260815,"[96768, 1077055]",iccleste,http://creativecommons.org/publicdomain/zero/1.0/
Plane crash - black box.wav,explosion;destruction;red-alert;speed;plane-crash;black-box;military;aeroplane;radio;warning;crash;alert;alarm;flight;emergency;disaster;male-voice;siren;smash,334035,https://freesound.org/people/carmsie/sounds/334035,,carmsie,http://creativecommons.org/licenses/by-nc/3.0/
Traffic on a Busy Street.wav,car;driving;road;street;traffic;truck;vehicle,118046,https://freesound.org/people/G.Lamont/sounds/118046/,"[528896, 1462879]",G.Lamont,http://creativecommons.org/publicdomain/zero/1.0/
Int-USMetalcoinsmoving.wav,metal;coins;moving,294453,https://freesound.org/people/n_audioman/sounds/294453,"[772096, 1549514]",n_audioman,http://creativecommons.org/licenses/by/3.0/
jackhammer pulses.wav,construction;field-recording;machine;tools;utility,97607,https://freesound.org/people/cognito perceptu/sounds/97607,"[803840, 1773815]",cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/
je_aviary.wav,aviary;birds;crowds;pittsburgh,71965,https://freesound.org/people/cmusounddesign/sounds/71965,"[81408, 1193123]",cmusounddesign,http://creativecommons.org/licenses/by/3.0/
washing machine water filling.wav,washing;filling;water;machine,156395,https://freesound.org/people/Ama_Dis/sounds/156395,"[122880, 1441745]",Ama_Dis,http://creativecommons.org/licenses/by/3.0/
jkl_woods.wav,field-recording;Jyvaskyla;wind;birds;forest;woods;autumn;Finland;Kortepohja,202042,https://freesound.org/people/leimu/sounds/202042,"[262656, 994543]",leimu,http://creativecommons.org/publicdomain/zero/1.0/
Jonkoping Birds in a forest.wav,Birds;Peaceful;Forest;Park;Countryside;Nature;Field-recording,187660,https://freesound.org/people/Owl/sounds/187660/,"[5284352, 6260434]",Owl,http://creativecommons.org/licenses/by/3.0/
lock unlock door.wav,unlocking;locking;door;lock-door;unlock;unlock-door;lock,181140,https://freesound.org/people/keweldog/sounds/181140,,keweldog,http://creativecommons.org/publicdomain/zero/1.0/
Ketchup Farts.wav,mustard;ketchup;kitchen;mayonnaise;farts,339522,https://freesound.org/people/blackwithevil/sounds/339522,,blackwithevil,http://creativecommons.org/publicdomain/zero/1.0/
kettle boiling on gas stove.wav,kitchen;boil;boiling;water;gas;kettle;stove,268994,https://freesound.org/people/lwdickens/sounds/268994,"[1792000, 2624112]",lwdickens,http://creativecommons.org/publicdomain/zero/1.0/
Key on wood 02.wav,fall;key;wood,274665,https://freesound.org/people/BarkersPinhead/sounds/274665,,BarkersPinhead,http://creativecommons.org/licenses/by/3.0/
kidsontrain.wav,english;kids;train;talking,140337,https://freesound.org/people/arnebuhmann/sounds/140337,"[2673152, 3943596]",arnebuhmann,http://creativecommons.org/licenses/by/3.0/
Muddy_steps_bush_birds_singing.wav,footsteps;wet;trail;feet;mud;walking,326548,https://freesound.org/people/Phistomefel/sounds/326548,,Phistomefel,http://creativecommons.org/licenses/by/3.0/
Weird Horn.wav,public;train;horn;transit;bus;trolley,341561,https://freesound.org/people/dggrunzweig/sounds/341561,"[24064, 1015353]",dggrunzweig,http://creativecommons.org/publicdomain/zero/1.0/
whipper 2.wav,bell;contact;tap;vibrate;whisk;wire,45513,https://freesound.org/people/Corsica_S/sounds/45513,"[392704, 1273942]",Corsica_S,http://creativecommons.org/licenses/by/3.0/
tram_bell_ride_door.wav,inside;outside;ride;tram;bell;door,128308,https://freesound.org/people/bajko/sounds/128308,"[7688192, 8866686]",bajko,http://creativecommons.org/publicdomain/zero/1.0/
Rattly metal elevator [binaural recording].wav,rickety;closing;mechanical;inside;building;R-26;lift;interior;stop;hum;opening;servo;door;noise;clank;ambience;roland;start;machine;elevator;open;creak;close;motor;clunk;CS-10em;indoor;rattle,198787,https://freesound.org/people/Tomlija/sounds/198787,"[581120, 1721803]",Tomlija,http://creativecommons.org/licenses/by/3.0/
Krakow Busker-Ave Maria-056.wav,harmonium;busker;Florianska;street-musician;street;Ave-Maria;city-wall;Poland;Accordion;crowd;field-recording;street-performer;Krakow;singer,166204,https://freesound.org/people/vflefevre/sounds/166204,"[3359744, 4457044]",vflefevre,http://creativecommons.org/licenses/by/3.0/
KS1.wav,chord;karplus-strong;ks;water,9459,https://freesound.org/people/hanstimm/sounds/9459,,hanstimm,http://creativecommons.org/licenses/by-nc/3.0/
pixies&amp;fairies.wav,ambient;arpeggio;high,38138,https://freesound.org/people/deprogram/sounds/38138,,deprogram,http://creativecommons.org/licenses/by-nc/3.0/
pr#6F9A9E.wav,sawing;metal;steel,251427,https://freesound.org/people/colo777/sounds/251427,"[162816, 1374876]",colo777,http://creativecommons.org/publicdomain/zero/1.0/
Psicofonia aire acondicionado.wav,error;conditioning;air;ambient;inside;hum;field-recording;noise;building;engine,263553,https://freesound.org/people/Kikomonzon/sounds/263553/,"[1779712, 2814801]",Kikomonzon,http://creativecommons.org/licenses/by-nc/3.0/
large book search.wav,book;page-turn;paper;search;shuffle,108425,https://freesound.org/people/gloriaeffect/sounds/108425,,gloriaeffect,http://creativecommons.org/publicdomain/zero/1.0/
md1trk1.wav,dishwasher;noise;slosh;swish,123443,https://freesound.org/people/alienistcog/sounds/123443,"[4177920, 5375066]",alienistcog,http://creativecommons.org/publicdomain/zero/1.0/
LaveGlace.wav,car;cockpit;jet;liquid;wiper,117554,https://freesound.org/people/kougloff/sounds/117554,"[2224128, 3485894]",kougloff,http://creativecommons.org/publicdomain/zero/1.0/
walking trough wetlands.wav,people;wetlands;nature;walking,173151,https://freesound.org/people/ducksingel/sounds/173151,,ducksingel,http://creativecommons.org/licenses/by/3.0/
Like radio interference #1.wav,whine;frequency;interference;modulated;fm;radio;squawk;synthesised;noise,123777,https://freesound.org/people/Timbre/sounds/123777,"[1760256, 2738121]",Timbre,http://creativecommons.org/licenses/by-nc/3.0/
Naoshima-squeeking.wav,boat;japan;ambience;waves;noise;squeeking;industrial;engine,180735,https://freesound.org/people/klangstrand/sounds/180735,"[2328064, 3109969]",klangstrand,http://creativecommons.org/licenses/by/3.0/
Living Room Room Tone.wav,room-tone;small-room;ambience;ambient;suburbs;lounge;field-recording;medium-room;living-room,348013,https://freesound.org/people/mixxythepixxy/sounds/348013,"[512, 1251536]",mixxythepixxy,http://creativecommons.org/licenses/by/3.0/
llegada talgo.wav,railway;renfe;spain;talgo;train;zamora,72535,https://freesound.org/people/rbrtsch/sounds/72535,"[803328, 1903703]",rbrtsch,http://creativecommons.org/licenses/by-nc/3.0/
London Underground- tube train at station.wav,talk;arrive;subway;tube-station;beeps;metro;voice;regents-park;london-underground;train;underground;field-recording;ambience;doors;station;beep;tube;announcement;bakerloo-line;open;close;tube-train;london;ambiance;people;depart,267697,https://freesound.org/people/kwahmah_02/sounds/267697,,kwahmah_02,http://creativecommons.org/licenses/by/3.0/
london_waterloo_park.wav,ambient;animals;birds;england;jet;kids;london;noise;park;uk;waterloo-park;white,126757,https://freesound.org/people/sbordage/sounds/126757,"[0, 1065276]",sbordage,http://creativecommons.org/licenses/by/3.0/
